Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (-14.6 22.3 -402.5)",1,0,99,"(-14.6, 22.3, -402.5)"
Spawn Point Wander,"Spawn Point (60.0 36.6 -81.9)",1,0,99,"(60.0, 36.6, -81.9)"
Spawn Point Wander,"Spawn Point (-241.9 21.4 -376.1)",1,0,99,"(-241.9, 21.4, -376.1)"
Spawn Point Wander,"Spawn Point (60.5 36.7 -29.3)",1,0,99,"(60.5, 36.7, -29.3)"
Spawn Point Wander,"Spawn Point (-318.5 22.4 145.8)",1,0,99,"(-318.5, 22.4, 145.8)"
Spawn Point Wander,"Spawn Point (-145.8 27.2 199.6)",1,0,99,"(-145.8, 27.2, 199.6)"
Spawn Point Wander,"Spawn Point (-35.6 27.3 -194.6)",1,0,99,"(-35.6, 27.3, -194.6)"
Spawn Point Wander,"Spawn Point (-76.8 27.1 83.5)",1,0,99,"(-76.8, 27.1, 83.5)"
Spawn Point Wander,"Spawn Point (82.1 21.5 -205.7)",1,0,99,"(82.1, 21.5, -205.7)"
Spawn Point Wander,"Spawn Point (-207.8 21.5 -77.9)",1,0,99,"(-207.8, 21.5, -77.9)"
Spawn Point Wander,"Spawn Point (297.3 21.8 -423.8)",1,0,99,"(297.3, 21.8, -423.8)"
Spawn Point Wander,"Spawn Point (94.1 21.6 -412.1)",1,0,99,"(94.1, 21.6, -412.1)"
Spawn Point Wander,"Spawn Point (-158.6 27.1 -84.1)",1,0,99,"(-158.6, 27.1, -84.1)"
Spawn Point Wander,"Spawn Point (-30.0 21.5 81.8)",1,0,99,"(-30.0, 21.5, 81.8)"
Spawn Point Wander,"Spawn Point (-323.9 23.6 143.8)",1,0,99,"(-323.9, 23.6, 143.8)"
Spawn Point Wander,"Spawn Point (18.9 36.6 -81.7)",1,0,99,"(18.9, 36.6, -81.7)"
Spawn Point Wander,"Spawn Point (-144.0 27.2 200.5)",1,0,99,"(-144.0, 27.2, 200.5)"
Spawn Point Wander,"Spawn Point (-318.9 22.6 147.4)",1,0,99,"(-318.9, 22.6, 147.4)"
Spawn Point Wander,"Spawn Point (-135.6 27.2 201.5)",1,0,99,"(-135.6, 27.2, 201.5)"
Spawn Point Wander,"Spawn Point (59.2 36.7 -28.9)",1,0,99,"(59.2, 36.7, -28.9)"
Spawn Point Wander,"Spawn Point (-250.6 21.5 59.6)",1,0,99,"(-250.6, 21.5, 59.6)"
Spawn Point Wander,"Spawn Point (-26.3 21.5 81.6)",1,0,99,"(-26.3, 21.5, 81.6)"
Spawn Point Wander,"Spawn Point (-321.5 23.1 146.2)",1,0,99,"(-321.5, 23.1, 146.2)"
Spawn Point Wander,"Spawn Point (284.0 21.4 87.4)",1,0,99,"(284.0, 21.4, 87.4)"
Spawn Point Wander,"Spawn Point (94.5 21.7 -415.5)",1,0,99,"(94.5, 21.7, -415.5)"
Spawn Point Wander,"Spawn Point (93.0 21.6 -414.4)",1,0,99,"(93.0, 21.6, -414.4)"
Spawn Point Wander,"Spawn Point (-16.0 22.4 -403.2)",1,0,99,"(-16.0, 22.4, -403.2)"
Spawn Point Wander,"Spawn Point (-65.8 27.3 -275.6)",1,0,99,"(-65.8, 27.3, -275.6)"
Spawn Point Wander,"Spawn Point (82.8 21.4 -179.8)",1,0,99,"(82.8, 21.4, -179.8)"
Spawn Point Wander,"Spawn Point (281.0 21.4 28.1)",1,0,99,"(281.0, 21.4, 28.1)"
Spawn Point Wander,"Spawn Point (-131.1 21.4 130.5)",1,0,99,"(-131.1, 21.4, 130.5)"
Spawn Point Wander,"Spawn Point (283.2 21.4 83.2)",1,0,99,"(283.2, 21.4, 83.2)"
Spawn Point Wander,"Spawn Point (-155.7 27.1 -36.6)",1,0,99,"(-155.7, 27.1, -36.6)"
Spawn Point Wander,"Spawn Point (-147.5 27.2 199.3)",1,0,99,"(-147.5, 27.2, 199.3)"
Spawn Point Wander,"Spawn Point (-249.8 21.5 58.1)",1,0,99,"(-249.8, 21.5, 58.1)"
Spawn Point Wander,"Spawn Point (-16.4 22.1 -399.8)",1,0,99,"(-16.4, 22.1, -399.8)"
Spawn Point Wander,"Spawn Point (-70.5 27.1 -286.8)",1,0,99,"(-70.5, 27.1, -286.8)"
Spawn Point Wander,"Spawn Point (-186.4 21.5 132.5)",1,0,99,"(-186.4, 21.5, 132.5)"
Spawn Point Wander,"Spawn Point (-70.5 27.1 -261.7)",1,0,99,"(-70.5, 27.1, -261.7)"
Spawn Point Wander,"Spawn Point (-251.0 21.5 56.4)",1,0,99,"(-251.0, 21.5, 56.4)"
Spawn Point Wander,"Spawn Point (-218.0 21.5 3.4)",1,0,99,"(-218.0, 21.5, 3.4)"
Spawn Point Wander,"Spawn Point (-161.6 27.1 -84.6)",1,0,99,"(-161.6, 27.1, -84.6)"
Spawn Point Wander,"Spawn Point (80.9 21.6 -167.8)",1,0,99,"(80.9, 21.6, -167.8)"
Spawn Point Wander,"Spawn Point (56.6 27.1 -11.1)",1,0,99,"(56.6, 27.1, -11.1)"
Spawn Point Wander,"Spawn Point (-138.3 27.1 153.2)",1,0,99,"(-138.3, 27.1, 153.2)"
Spawn Point Wander,"Spawn Point (-169.5 21.5 -391.3)",1,0,99,"(-169.5, 21.5, -391.3)"
Spawn Point Wander,"Spawn Point (14.9 36.6 -81.9)",1,0,99,"(14.9, 36.6, -81.9)"
Spawn Point Wander,"Spawn Point (-26.6 21.5 75.5)",1,0,99,"(-26.6, 21.5, 75.5)"
Spawn Point Wander,"Spawn Point (252.9 21.5 15.6)",1,0,99,"(252.9, 21.5, 15.6)"
Spawn Point Wander,"Spawn Point (-251.9 21.4 -375.9)",1,0,99,"(-251.9, 21.4, -375.9)"
Spawn Point Wander,"Spawn Point (-168.0 21.5 -392.5)",1,0,99,"(-168.0, 21.5, -392.5)"
Spawn Point Wander,"Spawn Point (-26.5 21.5 81.7)",1,0,99,"(-26.5, 21.5, 81.7)"
Spawn Point Wander,"Spawn Point (284.3 21.4 90.9)",1,0,99,"(284.3, 21.4, 90.9)"
Spawn Point Wander,"Spawn Point (-335.9 22.1 256.9)",1,0,99,"(-335.9, 22.1, 256.9)"
Spawn Point Wander,"Spawn Point (-69.9 27.2 -26.6)",1,0,99,"(-69.9, 27.2, -26.6)"
Spawn Point Wander,"Spawn Point (-215.2 21.5 5.8)",1,0,99,"(-215.2, 21.5, 5.8)"
Spawn Point Wander,"Spawn Point (-157.4 27.1 -72.7)",1,0,99,"(-157.4, 27.1, -72.7)"
Spawn Point Wander,"Spawn Point (-185.1 21.5 131.1)",1,0,99,"(-185.1, 21.5, 131.1)"
Spawn Point Wander,"Spawn Point (284.0 21.4 85.4)",1,0,99,"(284.0, 21.4, 85.4)"
Spawn Point Wander,"Spawn Point (280.6 21.5 -9.2)",1,0,99,"(280.6, 21.5, -9.2)"
Spawn Point Wander,"Spawn Point (-201.0 21.5 -75.4)",1,0,99,"(-201.0, 21.5, -75.4)"
Spawn Point Wander,"Spawn Point (277.3 21.5 -9.7)",1,0,99,"(277.3, 21.5, -9.7)"
Spawn Point Wander,"Spawn Point (-17.5 22.6 -402.1)",1,0,99,"(-17.5, 22.6, -402.1)"
Spawn Point Wander,"Spawn Point (-83.2 27.1 140.1)",1,0,99,"(-83.2, 27.1, 140.1)"
Spawn Point Wander,"Spawn Point (73.6 27.1 170.9)",1,0,99,"(73.6, 27.1, 170.9)"
Spawn Point Wander,"Spawn Point (-215.1 21.5 7.4)",1,0,99,"(-215.1, 21.5, 7.4)"
Spawn Point Wander,"Spawn Point (95.5 21.6 -412.2)",1,0,99,"(95.5, 21.6, -412.2)"
Spawn Point Wander,"Spawn Point (264.7 21.3 -1.2)",1,0,99,"(264.7, 21.3, -1.2)"
Spawn Point Wander,"Spawn Point (-252.6 21.5 55.7)",1,0,99,"(-252.6, 21.5, 55.7)"
Spawn Point Wander,"Spawn Point (-24.2 27.1 -0.7)",1,0,99,"(-24.2, 27.1, -0.7)"
Spawn Point Wander,"Spawn Point (-70.0 27.2 -27.9)",1,0,99,"(-70.0, 27.2, -27.9)"
Spawn Point Wander,"Spawn Point (-15.0 21.8 -399.9)",1,0,99,"(-15.0, 21.8, -399.9)"
Spawn Point Wander,"Spawn Point (284.2 21.4 89.2)",1,0,99,"(284.2, 21.4, 89.2)"
Spawn Point Wander,"Spawn Point (-154.5 21.4 159.3)",1,0,99,"(-154.5, 21.4, 159.3)"
Spawn Point Wander,"Spawn Point (95.9 21.7 -414.8)",1,0,99,"(95.9, 21.7, -414.8)"
Spawn Point Wander,"Spawn Point (-168.4 21.5 -389.1)",1,0,99,"(-168.4, 21.5, -389.1)"
Spawn Point Wander,"Spawn Point (-69.6 27.2 -99.7)",1,0,99,"(-69.6, 27.2, -99.7)"
Spawn Point Wander,"Spawn Point (-51.9 27.1 -204.1)",1,0,99,"(-51.9, 27.1, -204.1)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(-144.0, 27.1, 200.5)"
Boss Hunter,"Spawn Point (20.2 36.6 -80.6)",1,15,99,"(20.2, 36.6, -80.6)"
Boss Hunter,"Spawn Point (-156.9 27.1 -36.4)",1,15,99,"(-156.9, 27.1, -36.4)"
Boss Hunter,"Spawn Point (24.0 36.6 -38.1)",1,15,99,"(24.0, 36.6, -38.1)"
Boss Hunter,"Spawn Point (-87.5 27.1 140.0)",1,15,99,"(-87.5, 27.1, 140.0)"
Boss Hunter,"Spawn Point (-163.3 21.4 161.0)",1,15,99,"(-163.3, 21.4, 161.0)"
Boss Hunter,"Spawn Point (-93.4 27.1 139.6)",1,15,99,"(-93.4, 27.1, 139.6)"
Boss Hunter,"Spawn Point (-207.4 21.4 -354.6)",1,15,99,"(-207.4, 21.4, -354.6)"
Boss Hunter,"Spawn Point (70.8 27.1 170.9)",1,15,99,"(70.8, 27.1, 170.9)"
Boss Hunter,"Spawn Point (-253.1 21.4 -378.6)",1,15,99,"(-253.1, 21.4, -378.6)"
Boss Hunter,"Spawn Point (-84.1 27.1 77.8)",1,15,99,"(-84.1, 27.1, 77.8)"
Boss Hunter,"Spawn Point (-158.8 27.1 -73.6)",1,15,99,"(-158.8, 27.1, -73.6)"
Boss Hunter,"Spawn Point (-27.1 27.1 -2.1)",1,15,99,"(-27.1, 27.1, -2.1)"
Boss Hunter,"Spawn Point (-241.9 21.4 -376.1)",1,15,99,"(-241.9, 21.4, -376.1)"
Boss Hunter,"Spawn Point (-76.8 27.1 83.5)",1,15,99,"(-76.8, 27.1, 83.5)"
Boss Hunter,"Spawn Point (-158.6 27.1 -84.1)",1,15,99,"(-158.6, 27.1, -84.1)"
Boss Hunter,"Spawn Point (-30.0 21.5 81.8)",1,15,99,"(-30.0, 21.5, 81.8)"
Boss Hunter,"Spawn Point (-26.3 21.5 81.6)",1,15,99,"(-26.3, 21.5, 81.6)"
Boss Hunter,"Spawn Point (-131.1 21.4 130.5)",1,15,99,"(-131.1, 21.4, 130.5)"
Boss Hunter,"Spawn Point (-155.7 27.1 -36.6)",1,15,99,"(-155.7, 27.1, -36.6)"
Boss Hunter,"Spawn Point (-161.6 27.1 -84.6)",1,15,99,"(-161.6, 27.1, -84.6)"
Boss Hunter,"Spawn Point (56.6 27.1 -11.1)",1,15,99,"(56.6, 27.1, -11.1)"
Boss Hunter,"Spawn Point (-138.3 27.1 153.2)",1,15,99,"(-138.3, 27.1, 153.2)"
Boss Hunter,"Spawn Point (-251.9 21.4 -375.9)",1,15,99,"(-251.9, 21.4, -375.9)"
Boss Hunter,"Spawn Point (-69.9 27.2 -26.6)",1,15,99,"(-69.9, 27.2, -26.6)"
Boss Hunter,"Spawn Point (-157.4 27.1 -72.7)",1,15,99,"(-157.4, 27.1, -72.7)"
Boss Hunter,"Spawn Point (-83.2 27.1 140.1)",1,15,99,"(-83.2, 27.1, 140.1)"
Boss Hunter,"Spawn Point (73.6 27.1 170.9)",1,15,99,"(73.6, 27.1, 170.9)"
Boss Hunter,"Spawn Point (-24.2 27.1 -0.7)",1,15,99,"(-24.2, 27.1, -0.7)"
Boss Hunter,"Spawn Point (-70.0 27.2 -27.9)",1,15,99,"(-70.0, 27.2, -27.9)"
Boss Hunter,"Spawn Point (-154.5 21.4 159.3)",1,15,99,"(-154.5, 21.4, 159.3)"
Boss Hunter,"Spawn Point (-69.6 27.2 -99.7)",1,15,99,"(-69.6, 27.2, -99.7)"
