Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (8.1 0.1 -8.6)",1,0,99,"(8.1, 0.1, -8.6)"
Spawn Point Wander,"Spawn Point (-5.9 -3.9 -22.5)",1,0,99,"(-5.9, -3.9, -22.5)"
Spawn Point Wander,"Spawn Point (69.6 0.2 -60.4)",1,0,99,"(69.6, 0.2, -60.4)"
Spawn Point Wander,"Spawn Point (4.7 0.0 -35.1)",1,0,99,"(4.7, 0.0, -35.1)"
Spawn Point Wander,"Spawn Point (-18.6 -2.6 38.0)",1,0,99,"(-18.6, -2.6, 38.0)"
Spawn Point Wander,"Spawn Point (17.0 -2.6 -2.1)",1,0,99,"(17.0, -2.6, -2.1)"
Spawn Point Wander,"Spawn Point (-2.2 -3.9 -15.4)",1,0,99,"(-2.2, -3.9, -15.4)"
Spawn Point Wander,"Spawn Point (32.2 2.3 18.7)",1,0,99,"(32.2, 2.3, 18.7)"
Spawn Point Wander,"Spawn Point (43.6 0.2 -36.7)",1,0,99,"(43.6, 0.2, -36.7)"
Spawn Point Wander,"Spawn Point (46.1 0.2 -39.2)",1,0,99,"(46.1, 0.2, -39.2)"
Spawn Point Wander,"Spawn Point (69.8 0.2 -6.1)",1,0,99,"(69.8, 0.2, -6.1)"
Spawn Point Wander,"Spawn Point (57.9 0.1 22.0)",1,0,99,"(57.9, 0.1, 22.0)"
Spawn Point Wander,"Spawn Point (-49.5 1.4 55.6)",1,0,99,"(-49.5, 1.4, 55.6)"
Spawn Point Wander,"Spawn Point (-6.8 0.2 10.0)",1,0,99,"(-6.8, 0.2, 10.0)"
Spawn Point Wander,"Spawn Point (-7.0 0.0 -32.8)",1,0,99,"(-7.0, 0.0, -32.8)"
Spawn Point Wander,"Spawn Point (23.8 -2.6 -30.7)",1,0,99,"(23.8, -2.6, -30.7)"
Spawn Point Wander,"Spawn Point (-21.2 -2.6 40.6)",1,0,99,"(-21.2, -2.6, 40.6)"
Spawn Point Wander,"Spawn Point (43.6 0.2 -38.9)",1,0,99,"(43.6, 0.2, -38.9)"
Spawn Point Wander,"Spawn Point (-8.6 -3.9 -18.9)",1,0,99,"(-8.6, -3.9, -18.9)"
Spawn Point Wander,"Spawn Point (58.6 0.1 19.7)",1,0,99,"(58.6, 0.1, 19.7)"
Spawn Point Wander,"Spawn Point (30.2 0.3 15.2)",1,0,99,"(30.2, 0.3, 15.2)"
Spawn Point Wander,"Spawn Point (36.0 1.1 38.3)",1,0,99,"(36.0, 1.1, 38.3)"
Spawn Point Wander,"Spawn Point (-5.9 0.1 -27.5)",1,0,99,"(-5.9, 0.1, -27.5)"
Spawn Point Wander,"Spawn Point (-21.0 1.1 65.5)",1,0,99,"(-21.0, 1.1, 65.5)"
Spawn Point Wander,"Spawn Point (68.6 0.2 -61.4)",1,0,99,"(68.6, 0.2, -61.4)"
Spawn Point Wander,"Spawn Point (-52.3 1.4 57.1)",1,0,99,"(-52.3, 1.4, 57.1)"
Spawn Point Wander,"Spawn Point (45.0 0.2 -37.6)",1,0,99,"(45.0, 0.2, -37.6)"
Spawn Point Wander,"Spawn Point (69.3 0.2 -62.6)",1,0,99,"(69.3, 0.2, -62.6)"
Spawn Point Wander,"Spawn Point (-51.1 1.4 55.9)",1,0,99,"(-51.1, 1.4, 55.9)"
Spawn Point Wander,"Spawn Point (31.8 0.2 -0.3)",1,0,99,"(31.8, 0.2, -0.3)"
Spawn Point Wander,"Spawn Point (22.3 -2.6 0.2)",1,0,99,"(22.3, -2.6, 0.2)"
Spawn Point Wander,"Spawn Point (-19.9 1.1 62.9)",1,0,99,"(-19.9, 1.1, 62.9)"
Spawn Point Wander,"Spawn Point (70.0 0.2 -8.1)",1,0,99,"(70.0, 0.2, -8.1)"
Spawn Point Wander,"Spawn Point (22.4 0.9 4.3)",1,0,99,"(22.4, 0.9, 4.3)"
Spawn Point Wander,"Spawn Point (30.7 0.3 20.5)",1,0,99,"(30.7, 0.3, 20.5)"
Spawn Point Wander,"Spawn Point (68.6 0.2 -8.9)",1,0,99,"(68.6, 0.2, -8.9)"
Spawn Point Wander,"Spawn Point (18.4 -2.6 -1.3)",1,0,99,"(18.4, -2.6, -1.3)"
Spawn Point Wander,"Spawn Point (26.5 -2.5 -34.4)",1,0,99,"(26.5, -2.5, -34.4)"
Spawn Point Wander,"Spawn Point (35.9 4.6 35.3)",1,0,99,"(35.9, 4.6, 35.3)"
Spawn Point Wander,"Spawn Point (-3.6 -3.9 -25.5)",1,0,99,"(-3.6, -3.9, -25.5)"
Spawn Point Wander,"Spawn Point (30.8 0.3 15.2)",1,0,99,"(30.8, 0.3, 15.2)"
Spawn Point Wander,"Spawn Point (-5.8 -3.9 -20.3)",1,0,99,"(-5.8, -3.9, -20.3)"
Spawn Point Wander,"Spawn Point (-32.1 -2.6 30.0)",1,0,99,"(-32.1, -2.6, 30.0)"
Spawn Point Wander,"Spawn Point (68.5 0.2 -7.3)",1,0,99,"(68.5, 0.2, -7.3)"
Spawn Point Wander,"Spawn Point (-25.7 1.1 65.6)",1,0,99,"(-25.7, 1.1, 65.6)"
Spawn Point Wander,"Spawn Point (21.4 -2.6 -1.2)",1,0,99,"(21.4, -2.6, -1.2)"
Spawn Point Wander,"Spawn Point (29.4 0.3 20.6)",1,0,99,"(29.4, 0.3, 20.6)"
Spawn Point Wander,"Spawn Point (-19.8 1.1 66.6)",1,0,99,"(-19.8, 1.1, 66.6)"
Spawn Point Wander,"Spawn Point (-24.5 1.1 66.6)",1,0,99,"(-24.5, 1.1, 66.6)"
Spawn Point Wander,"Spawn Point (15.0 0.1 3.8)",1,0,99,"(15.0, 0.1, 3.8)"
Spawn Point Wander,"Spawn Point (2.1 1.1 63.1)",1,0,99,"(2.1, 1.1, 63.1)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(69.3, 0.2, -62.6)"
