Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (-272.0 -2.1 329.4)",1,0,99,"(-272.0, -2.1, 329.4)"
Spawn Point Wander,"Spawn Point (-486.6 0.2 330.6)",1,0,99,"(-486.6, 0.2, 330.6)"
Spawn Point Wander,"Spawn Point (-522.7 -2.6 216.6)",1,0,99,"(-522.7, -2.6, 216.6)"
Spawn Point Wander,"Spawn Point (-532.6 -0.5 254.2)",1,0,99,"(-532.6, -0.5, 254.2)"
Spawn Point Wander,"Spawn Point (367.7 -1.3 -73.8)",1,0,99,"(367.7, -1.3, -73.8)"
Spawn Point Wander,"Spawn Point (-494.0 20.6 -47.8)",1,0,99,"(-494.0, 20.6, -47.8)"
Spawn Point Wander,"Spawn Point (-520.1 10.3 85.9)",1,0,99,"(-520.1, 10.3, 85.9)"
Spawn Point Wander,"Spawn Point (269.7 17.0 -758.6)",1,0,99,"(269.7, 17.0, -758.6)"
Spawn Point Wander,"Spawn Point (-280.3 -0.9 332.9)",1,0,99,"(-280.3, -0.9, 332.9)"
Spawn Point Wander,"Spawn Point (-416.2 15.8 -434.3)",1,0,99,"(-416.2, 15.8, -434.3)"
Spawn Point Wander,"Spawn Point (-537.1 -1.3 294.6)",1,0,99,"(-537.1, -1.3, 294.6)"
Spawn Point Wander,"Spawn Point (228.4 -8.2 199.4)",1,0,99,"(228.4, -8.2, 199.4)"
Spawn Point Wander,"Spawn Point (125.9 0.3 4.9)",1,0,99,"(125.9, 0.3, 4.9)"
Spawn Point Wander,"Spawn Point (487.4 -18.4 334.6)",1,0,99,"(487.4, -18.4, 334.6)"
Spawn Point Wander,"Spawn Point (-171.7 14.8 -617.7)",1,0,99,"(-171.7, 14.8, -617.7)"
Spawn Point Wander,"Spawn Point (465.3 -15.2 177.8)",1,0,99,"(465.3, -15.2, 177.8)"
Spawn Point Wander,"Spawn Point (464.2 -15.0 176.2)",1,0,99,"(464.2, -15.0, 176.2)"
Spawn Point Wander,"Spawn Point (-524.2 -2.6 220.3)",1,0,99,"(-524.2, -2.6, 220.3)"
Spawn Point Wander,"Spawn Point (487.4 -18.8 332.6)",1,0,99,"(487.4, -18.8, 332.6)"
Spawn Point Wander,"Spawn Point (25.6 11.3 -226.6)",1,0,99,"(25.6, 11.3, -226.6)"
Spawn Point Wander,"Spawn Point (63.3 9.0 -661.4)",1,0,99,"(63.3, 9.0, -661.4)"
Spawn Point Wander,"Spawn Point (94.9 6.8 -203.7)",1,0,99,"(94.9, 6.8, -203.7)"
Spawn Point Wander,"Spawn Point (234.3 27.0 -318.0)",1,0,99,"(234.3, 27.0, -318.0)"
Spawn Point Wander,"Spawn Point (472.0 -18.4 229.5)",1,0,99,"(472.0, -18.4, 229.5)"
Spawn Point Wander,"Spawn Point (365.3 -13.4 360.1)",1,0,99,"(365.3, -13.4, 360.1)"
Spawn Point Wander,"Spawn Point (281.7 8.2 -668.6)",1,0,99,"(281.7, 8.2, -668.6)"
Spawn Point Wander,"Spawn Point (307.9 -0.6 -159.8)",1,0,99,"(307.9, -0.6, -159.8)"
Spawn Point Wander,"Spawn Point (-359.8 0.9 239.7)",1,0,99,"(-359.8, 0.9, 239.7)"
Spawn Point Wander,"Spawn Point (373.6 -1.9 -76.2)",1,0,99,"(373.6, -1.9, -76.2)"
Spawn Point Wander,"Spawn Point (487.4 -18.6 330.8)",1,0,99,"(487.4, -18.6, 330.8)"
Spawn Point Wander,"Spawn Point (-521.2 7.3 154.3)",1,0,99,"(-521.2, 7.3, 154.3)"
Spawn Point Wander,"Spawn Point (-61.0 9.2 -579.6)",1,0,99,"(-61.0, 9.2, -579.6)"
Spawn Point Wander,"Spawn Point (101.1 15.6 -762.0)",1,0,99,"(101.1, 15.6, -762.0)"
Spawn Point Wander,"Spawn Point (280.5 -12.5 312.4)",1,0,99,"(280.5, -12.5, 312.4)"
Spawn Point Wander,"Spawn Point (231.1 26.5 -317.4)",1,0,99,"(231.1, 26.5, -317.4)"
Spawn Point Wander,"Spawn Point (-507.3 12.1 -145.3)",1,0,99,"(-507.3, 12.1, -145.3)"
Spawn Point Wander,"Spawn Point (87.8 -15.9 114.7)",1,0,99,"(87.8, -15.9, 114.7)"
Spawn Point Wander,"Spawn Point (375.8 -1.1 -115.3)",1,0,99,"(375.8, -1.1, -115.3)"
Spawn Point Wander,"Spawn Point (-254.1 27.4 -204.9)",1,0,99,"(-254.1, 27.4, -204.9)"
Spawn Point Wander,"Spawn Point (-59.6 9.1 -577.1)",1,0,99,"(-59.6, 9.1, -577.1)"
Spawn Point Wander,"Spawn Point (-92.3 -0.7 380.4)",1,0,99,"(-92.3, -0.7, 380.4)"
Spawn Point Wander,"Spawn Point (444.6 -20.5 363.1)",1,0,99,"(444.6, -20.5, 363.1)"
Spawn Point Wander,"Spawn Point (-130.7 -1.3 415.5)",1,0,99,"(-130.7, -1.3, 415.5)"
Spawn Point Wander,"Spawn Point (64.7 9.1 -656.6)",1,0,99,"(64.7, 9.1, -656.6)"
Spawn Point Wander,"Spawn Point (-253.7 11.6 -638.9)",1,0,99,"(-253.7, 11.6, -638.9)"
Spawn Point Wander,"Spawn Point (9.7 15.7 -780.6)",1,0,99,"(9.7, 15.7, -780.6)"
Spawn Point Wander,"Spawn Point (-52.2 7.9 -763.9)",1,0,99,"(-52.2, 7.9, -763.9)"
Spawn Point Wander,"Spawn Point (2.8 14.8 -777.3)",1,0,99,"(2.8, 14.8, -777.3)"
Spawn Point Wander,"Spawn Point (-293.7 29.0 -199.7)",1,0,99,"(-293.7, 29.0, -199.7)"
Spawn Point Wander,"Spawn Point (-538.4 7.1 157.7)",1,0,99,"(-538.4, 7.1, 157.7)"
Spawn Point Wander,"Spawn Point (-130.0 9.6 -726.5)",1,0,99,"(-130.0, 9.6, -726.5)"
Spawn Point Wander,"Spawn Point (279.9 -12.1 317.7)",1,0,99,"(279.9, -12.1, 317.7)"
Spawn Point Wander,"Spawn Point (-522.3 10.8 86.6)",1,0,99,"(-522.3, 10.8, 86.6)"
Spawn Point Wander,"Spawn Point (278.8 -11.9 315.8)",1,0,99,"(278.8, -11.9, 315.8)"
Spawn Point Wander,"Spawn Point (-60.3 18.9 -230.1)",1,0,99,"(-60.3, 18.9, -230.1)"
Spawn Point Wander,"Spawn Point (231.6 -7.4 201.7)",1,0,99,"(231.6, -7.4, 201.7)"
Spawn Point Wander,"Spawn Point (-516.7 7.3 146.3)",1,0,99,"(-516.7, 7.3, 146.3)"
Spawn Point Wander,"Spawn Point (-413.1 16.0 -350.7)",1,0,99,"(-413.1, 16.0, -350.7)"
Spawn Point Wander,"Spawn Point (-528.9 2.4 233.7)",1,0,99,"(-528.9, 2.4, 233.7)"
Spawn Point Wander,"Spawn Point (235.0 26.9 -314.6)",1,0,99,"(235.0, 26.9, -314.6)"
Spawn Point Wander,"Spawn Point (-49.8 8.0 -766.4)",1,0,99,"(-49.8, 8.0, -766.4)"
Spawn Point Wander,"Spawn Point (-329.2 18.8 -141.9)",1,0,99,"(-329.2, 18.8, -141.9)"
Spawn Point Wander,"Spawn Point (487.4 -18.1 328.5)",1,0,99,"(487.4, -18.1, 328.5)"
Spawn Point Wander,"Spawn Point (-86.9 7.9 -752.7)",1,0,99,"(-86.9, 7.9, -752.7)"
Spawn Point Wander,"Spawn Point (-39.3 -13.5 348.4)",1,0,99,"(-39.3, -13.5, 348.4)"
Spawn Point Wander,"Spawn Point (445.0 -20.5 362.2)",1,0,99,"(445.0, -20.5, 362.2)"
Spawn Point Wander,"Spawn Point (-524.6 11.3 84.5)",1,0,99,"(-524.6, 11.3, 84.5)"
Spawn Point Wander,"Spawn Point (-515.5 12.2 -153.1)",1,0,99,"(-515.5, 12.2, -153.1)"
Spawn Point Wander,"Spawn Point (-537.8 -1.2 296.0)",1,0,99,"(-537.8, -1.2, 296.0)"
Spawn Point Wander,"Spawn Point (-147.9 31.1 -189.4)",1,0,99,"(-147.9, 31.1, -189.4)"
Spawn Point Wander,"Spawn Point (96.4 15.0 -761.1)",1,0,99,"(96.4, 15.0, -761.1)"
Spawn Point Wander,"Spawn Point (187.1 3.4 -149.6)",1,0,99,"(187.1, 3.4, -149.6)"
Spawn Point Wander,"Spawn Point (-439.4 15.3 -334.7)",1,0,99,"(-439.4, 15.3, -334.7)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(231.6, -7.4, 201.7)"
Boss Hunter,"Spawn Point (-12.3 13.8 -229.3)",1,15,99,"(-12.3, 13.8, -229.3)"
Boss Hunter,"Spawn Point (348.8 -0.9 -155.9)",1,15,99,"(348.8, -0.9, -155.9)"
Boss Hunter,"Spawn Point (-140.8 61.5 -206.8)",1,15,99,"(-140.8, 61.5, -206.8)"
Boss Hunter,"Spawn Point (-63.8 19.2 -233.0)",1,15,99,"(-63.8, 19.2, -233.0)"
Boss Hunter,"Spawn Point (242.9 1.5 -164.3)",1,15,99,"(242.9, 1.5, -164.3)"
Boss Hunter,"Spawn Point (72.9 11.9 -220.5)",1,15,99,"(72.9, 11.9, -220.5)"
Boss Hunter,"Spawn Point (102.6 7.2 -152.2)",1,15,99,"(102.6, 7.2, -152.2)"
Boss Hunter,"Spawn Point (355.3 -0.3 -91.5)",1,15,99,"(355.3, -0.3, -91.5)"
Boss Hunter,"Spawn Point (135.1 8.5 -174.2)",1,15,99,"(135.1, 8.5, -174.2)"
